,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
258,DAFFIA,-2469.174904,-0.205713,6.8886,1.66958,0.0734,-0.11492,-0.04152,548.50609
259,WOHFIL,-6532.97733,-0.242582,9.4572,1.21367,0.11088,-0.22249,-0.11161,606.610019
260,DEZFIA,-4034.890193,-0.27468,2.4655,1.21385,0.10413,-0.16141,-0.05728,655.490561
261,VOGHIK,-2367.707085,-0.175886,4.941,1.32216,0.10406,-0.15692,-0.05286,443.641738
262,JIJFIR,-1514.47645,-0.06303,6.5154,1.63302,0.07704,-0.25524,-0.1782,241.295542
263,DANXEY,-2556.182426,-0.240311,1.6621,1.93369,0.09497,-0.15709,-0.06212,616.631359
264,BOLNIC,-1536.576652,-0.153425,0.9758,1.88056,0.13388,-0.17163,-0.03775,419.336895
265,VIFREH,-1784.525899,-0.115251,0.8515,0.89562,0.12961,-0.16188,-0.03227,289.472672
266,KILLID,-2729.63879,-0.164888,0.572,1.23787,0.17019,-0.2203,-0.05011,481.501066
267,HARPUN,-3350.624623,-0.241563,3.2816,1.83414,0.18539,-0.18784,-0.00245,604.434204
268,ZIVKAS,-2178.549227,-0.162635,8.4283,1.72593,0.10348,-0.29475,-0.19127,497.219061
269,ZUNBEP,-1191.115235,-0.105901,0.9433,1.75608,0.16642,-0.16867,-0.00225,309.912618
270,BUDZUX,-3088.51913,-0.357138,7.6944,1.82435,0.13379,-0.18153,-0.04774,805.282729
271,LULZIC,-2399.440101,-0.192612,3.0573,1.94866,0.14027,-0.18142,-0.04115,516.191064
272,HIXHIG,-1869.338059,-0.186451,8.0013,1.91296,0.13119,-0.1628,-0.03161,474.9587
273,XETLUF,-5003.372195,-0.298045,4.5725,1.8114,0.1672,-0.19775,-0.03055,711.890104
274,LOHCOC,-2307.739684,-0.042554,0.094,1.68648,0.17984,-0.1086,0.07124,222.901696
275,APBNLA,-2184.635765,-0.124097,10.4638,1.54307,0.11103,-0.21297,-0.10194,411.30099
276,OHIGES,-2153.051016,-0.244748,1.8985,2.03545,0.16093,-0.16752,-0.00659,585.268822
277,GAMNIU,-1268.19915,-0.125118,9.6221,1.86028,0.137,-0.19154,-0.05454,366.263261
278,HUQCEC,-2654.008555,-0.301266,6.8935,2.12433,0.1026,-0.15057,-0.04797,727.162923
279,EGELEI,-3266.560835,-0.238923,2.8667,1.05315,0.10727,-0.15887,-0.0516,592.222236
280,IWASII,-1699.238194,-0.147441,8.0879,1.92715,0.14713,-0.15363,-0.0065,403.991488
281,BIVCAK,-1525.359225,-0.11707,4.3385,1.4523,0.15696,-0.18576,-0.0288,319.891299
282,PUPCEI,-1156.383799,-0.129664,5.8153,1.7727,0.14229,-0.17975,-0.03746,346.046632
283,REKROQ,-2051.799784,-0.221351,2.4273,1.83873,0.16526,-0.17555,-0.01029,540.945469
284,NUGFAW,-1434.213966,-0.163832,2.5102,1.88698,0.08932,-0.16069,-0.07137,419.260424
285,SILWEQ,-2803.175702,-0.132593,6.2254,1.2517,0.12177,-0.20144,-0.07967,423.779292
286,SECGUD,-1446.354319,-0.095218,6.4081,1.62911,0.21819,-0.10963,0.10856,258.897859
287,MUBBAO,-835.96331,-0.087274,4.8199,1.95041,0.14374,-0.16484,-0.0211,260.647653
288,MOGKAV,-2101.621004,-0.12092,7.3704,1.24903,0.12395,-0.28746,-0.16351,319.346649
289,XOWDOC,-4747.920567,-0.139365,15.1097,0.98955,0.11016,-0.24551,-0.13535,399.876106
290,EGUBIR,-3257.224874,-0.270471,4.7181,1.44095,0.10934,-0.19151,-0.08217,642.486384
291,GIFBON,-1974.644939,-0.069242,6.2665,1.57691,0.1928,-0.37626,-0.18346,225.886754
292,OFUNUZ,-1492.742951,-0.142902,0.6171,1.83196,0.14272,-0.16827,-0.02555,371.180158
293,JINMOJ,-1960.063891,-0.13802,1.1182,1.21221,0.13482,-0.16363,-0.02881,354.99171
294,DOQYOX,-4519.873494,-0.292353,11.8964,1.5521,0.09484,-0.23659,-0.14175,772.715381
295,BICYUJ,-4149.640333,-0.21057,6.6267,1.76562,0.01001,-0.17489,-0.16488,538.91667
296,UCIBEP,-3998.183882,-0.174816,11.4318,1.65707,0.11138,-0.20738,-0.096,515.05353
297,TAHGEQ,-2436.36944,-0.240797,0.6795,1.93507,0.12759,-0.15582,-0.02823,580.443074
298,KELRUP,-1702.98472,-0.131442,5.0527,1.70168,0.17668,-0.18377,-0.00709,350.668612
299,SEBLUH,-2846.896528,-0.156111,9.3949,1.47718,0.13852,-0.18254,-0.04402,429.09191
300,BORQII,-2910.037663,-0.209209,5.5017,1.42816,0.06947,-0.16747,-0.098,579.491913
301,AMAWAM,-2785.096505,-0.267679,4.5861,1.32155,0.09868,-0.17335,-0.07467,606.608007
302,ALIRUJ,-1641.003501,-0.128895,4.4466,1.59546,0.15904,-0.34086,-0.18182,343.10114
303,NOSFEG,-1623.159443,-0.107232,4.9892,1.41625,0.1563,-0.17792,-0.02162,293.983284
304,MOJGIB,-1508.137014,-0.125232,6.1044,1.79086,0.14475,-0.15885,-0.0141,348.970525
305,QOKHUU,-2504.910436,-0.185145,2.3033,1.35632,0.13357,-0.18539,-0.05182,463.040875
306,CIMGIP,-2111.993583,-0.175717,6.8921,1.91661,0.14757,-0.1608,-0.01323,468.792932
307,LURLIU,-2279.818046,-0.120729,5.4263,1.36918,0.15183,-0.1858,-0.03397,339.837752
308,TEZTID,-3019.583875,-0.170157,7.2761,1.4083,0.13693,-0.19901,-0.06208,479.536888
309,BABZAI,-1281.90897,-0.144465,4.0488,1.95038,0.13157,-0.16042,-0.02885,377.913258
310,ODISUS,-2545.205475,-0.234233,6.6574,1.8984,0.0749,-0.17363,-0.09873,605.219234
311,OJODOH,-1812.577663,-0.124391,3.6449,1.06311,0.0929,-0.15201,-0.05911,316.027474
312,REJXIQ,-2323.327785,-0.215617,5.8588,2.00979,0.11224,-0.15798,-0.04574,567.676716
313,LOFNUS,-2685.085643,-0.115502,13.3539,1.73558,0.07613,-0.20526,-0.12913,392.106783
314,LEXFEA,-2098.750088,-0.161943,4.5909,2.01775,0.16175,-0.19043,-0.02868,447.473454
315,POBDIU,-5813.031606,-0.294187,1.1641,1.61988,0.16974,-0.20166,-0.03192,736.645512
316,RIKTUC,-3767.716209,-0.333465,0.9428,1.775,0.12956,-0.17514,-0.04558,757.4371
317,WEDVAF,-1426.969106,-0.140883,5.5428,1.68158,0.12055,-0.16158,-0.04103,399.976733
318,URIKOX,-2129.844528,-0.151075,2.1215,1.71523,0.09018,-0.28009,-0.18991,447.485373
319,ZOTPED,-2201.740678,-0.246733,0.0058,2.09305,0.1738,-0.08814,0.08566,615.268893
320,POHFIE,-2357.030553,-0.180291,2.4796,1.85931,0.15613,-0.18275,-0.02662,495.801572
321,ZODPAL,-2487.953582,-0.17222,3.4302,0.92476,0.17923,-0.17501,0.00422,433.706432
322,JEKNIX,-1873.872807,-0.177988,5.5891,1.89686,0.1508,-0.1626,-0.0118,462.209921
323,XAVROD,-2130.604182,-0.230221,2.5389,2.0002,0.18145,-0.18461,-0.00316,560.115953
324,EGUBAJ,-2807.199536,-0.250898,4.7894,2.02681,0.118,-0.18867,-0.07067,662.777662
325,TIWHOX,-1919.735425,-0.17013,4.8032,1.927,0.13022,-0.17796,-0.04774,455.206334
326,XETKOZ,-2638.177076,-0.169999,14.1954,1.56948,0.12725,-0.22079,-0.09354,521.024131
327,FONRAC,-3213.883727,-0.279146,5.1451,1.87233,0.13403,-0.18531,-0.05128,682.840843
328,KENNAT,-2925.186361,-0.243666,6.0762,1.77178,0.17529,-0.18532,-0.01003,606.082094
329,GIGKOX,-2385.13502,-0.244501,3.6877,1.93468,0.16766,-0.18001,-0.01235,598.349983
330,PIDTED,-2469.387327,-0.28745,3.5376,2.10898,0.16192,-0.18615,-0.02423,707.369869
331,BOGJIR,-2877.275611,-0.031783,2.459,1.28583,0.14454,-0.11148,0.03306,198.260409
332,ZIWQOO,-2197.970172,-0.195953,1.509,1.85894,0.1445,-0.17092,-0.02642,480.075226
333,ELEJUA,-3570.089868,-0.151662,1.9663,1.24518,0.12734,-0.18879,-0.06145,372.169071
334,AXACIL,-2384.964906,-0.143428,8.6701,1.46471,0.12201,-0.21248,-0.09047,424.310313
335,HAMYUP,-2334.616332,-0.085817,6.1521,1.17028,0.23524,-0.21069,0.02455,265.435728
336,NIQKII,-1481.526113,-0.161755,12.0941,1.92864,0.14002,-0.1455,-0.00548,451.274373
337,AXACOR,-2467.91615,-0.150699,8.8627,1.24683,0.117,-0.21016,-0.09316,428.137694
338,DARXUR,-2637.436985,-0.150959,1.5745,1.51156,0.09595,-0.16755,-0.0716,428.019669
339,YUKLIA,-1195.268015,-0.10286,8.0533,2.15986,0.13262,-0.26017,-0.12755,327.05452
340,ZAVPEU,-4344.5799,-0.389641,5.0055,1.29393,0.08675,-0.14919,-0.06244,866.884544
341,AYOZUJ,-2834.939692,-0.167984,5.3065,1.85629,0.18528,-0.19814,-0.01286,464.549516
342,EXIMIH,-3469.825041,-0.351639,1.5989,1.8257,0.14371,-0.19602,-0.05231,920.485976
343,XONDUB,-4051.50815,-0.203947,1.3062,1.6327,0.01883,-0.18423,-0.1654,548.436956
344,CIDCOJ,-2634.506144,-0.189438,6.1708,1.47245,0.08752,-0.20991,-0.12239,515.625737
345,LULFOP,-1308.120922,-0.138401,17.6737,1.65602,0.09443,-0.14278,-0.04835,370.005013
346,YEDSEG,-1749.349237,-0.147382,5.496,1.48158,0.10837,-0.14471,-0.03634,418.457668
347,NICJAM,-2464.38446,-0.253542,6.6232,1.79032,0.09832,-0.14746,-0.04914,616.556501
348,EHOCUA,-4841.697063,-0.215446,6.654,1.16837,0.10004,-0.15988,-0.05984,508.371588
349,GELPAP,-2172.267856,-0.144808,13.0431,1.55883,0.09625,-0.19929,-0.10304,417.200645
350,SACDAD,-3113.125094,-0.200309,11.5921,1.40738,0.1397,-0.17454,-0.03484,528.757913
351,IZUQUP,-3415.71554,-0.229504,6.0184,1.38449,0.11586,-0.19945,-0.08359,608.107117
352,GEYROU,-2577.492376,-0.186424,1.7768,1.27774,0.12904,-0.17026,-0.04122,465.774391
353,TAPPOR,-918.968645,-0.099282,8.7106,2.04729,0.11817,-0.13701,-0.01884,290.860865
354,GEMHEM,-3275.499416,-0.244306,4.1536,1.82885,0.17644,-0.19735,-0.02091,595.598217
355,XIYCUF,-1889.912109,-0.160164,5.7016,1.88925,0.1553,-0.18705,-0.03175,447.234225
356,DISTEG,-2090.244438,-0.167818,4.2771,1.72785,0.13395,-0.17028,-0.03633,423.089638
357,XEBCEN,-1903.204153,-0.142125,9.5481,1.87099,0.18341,-0.18477,-0.00136,401.598061
358,HUHLIF,-1969.53506,-0.162965,0.9142,1.70662,0.00906,-0.33621,-0.32715,402.384058
359,DIFRUI,-3437.743187,-0.235393,6.2508,1.21941,0.13808,-0.18987,-0.05179,582.009885
360,LERYOX,-2419.987998,-0.234637,7.5436,2.05976,0.13138,-0.27551,-0.14413,596.770144
361,JAGJEH,-1602.754791,-0.086005,10.5302,1.63604,0.13289,-0.3685,-0.23561,285.996843
362,RIKCAR,-3659.311421,-0.371391,5.0124,1.77794,0.13366,-0.17867,-0.04501,841.616611
363,WEFMEB,-3823.281809,-0.195141,8.2252,0.73477,0.17728,-0.24147,-0.06419,544.225858
364,ISEZOX,-3752.032222,-0.160601,5.7611,0.78583,0.07885,-0.17107,-0.09222,496.140699
365,DOFPOF,-1423.118027,-0.102272,6.0139,1.62286,0.17144,-0.17938,-0.00794,302.150396
366,ETAVAW,-2889.131796,-0.216315,8.4642,1.54999,0.11452,-0.19699,-0.08247,577.508464
367,DUCVEC,-1783.420685,-0.084645,12.6372,1.55263,0.09932,-0.22053,-0.12121,288.57183
368,YIYXUB,-2392.579043,-0.201436,6.9551,1.83104,0.11441,-0.18668,-0.07227,518.992847
369,OYIYUR,-2909.937044,-0.211902,3.9768,0.98675,0.15481,-0.187,-0.03219,529.715674
370,WISBEI,-1408.530837,-0.112013,1.8979,1.80364,0.13781,-0.17429,-0.03648,323.065806
371,OCELAM,-3144.865186,-0.156119,21.8657,1.68232,0.07423,-0.09328,-0.01905,461.192771
372,KELJOA,-3470.326275,-0.228153,4.201,0.89684,0.06817,-0.16102,-0.09285,543.211701
373,FEKPUJ,-2179.401246,-0.072227,5.8798,1.01547,0.11702,-0.22175,-0.10473,262.332907
374,ODAFOQ,-2276.052473,-0.263651,3.478,1.87443,0.0738,-0.15812,-0.08432,631.056678
375,YOPCOV,-3291.886691,-0.126341,1.288,0.89368,0.13876,-0.29365,-0.15489,371.222389
376,EWALEU,-3131.647696,-0.26353,2.7354,1.34513,0.11982,-0.16807,-0.04825,615.138487
377,PACMEL,-1954.762916,-0.16954,0.8608,1.81145,0.10917,-0.14286,-0.03369,430.751417
378,AFOZAW,-1643.505909,-0.131323,5.4496,1.53984,0.14862,-0.17228,-0.02366,340.473301
379,KOYDOT,-1954.39093,-0.153025,1.7473,1.99153,0.08858,-0.16342,-0.07484,444.967719
380,KIFVAX,-2173.283505,-0.156768,12.3288,1.62366,0.14016,-0.22772,-0.08756,432.50795
381,ANUJAV,-3870.091639,-0.318599,3.4685,1.68511,0.12212,-0.16621,-0.04409,762.553608
382,LASSOQ,-2019.010633,-0.159118,3.5407,1.75156,0.16485,-0.18147,-0.01662,421.610678
383,RIFXEL,-2581.88289,-0.150948,8.1508,1.24482,0.14242,-0.18221,-0.03979,419.627598
384,VEDGUH,-3178.022304,-0.2852,3.3843,2.005,0.15315,-0.16373,-0.01058,667.620092
385,UHAMUM,-2557.151778,-0.227065,4.0224,1.81157,0.16503,-0.18404,-0.01901,556.624986
386,GASKAO,-2150.989841,-0.170395,6.0162,1.89041,0.16149,-0.18256,-0.02107,447.283814
387,XUMJAR,-2054.448336,-0.254741,4.1849,1.98878,0.10879,-0.17102,-0.06223,602.997777
388,PUNMIU,-3836.88245,-0.147078,5.547,1.57809,0.20148,-0.22626,-0.02478,381.357398
389,USELEK,-3390.310364,-0.201591,10.8018,1.3064,0.14432,-0.21603,-0.07171,534.424765
390,XOTWEI,-13702.216568,-0.418574,0.0136,0.60817,0.15361,-0.28802,-0.13441,964.013279
391,YOKMUH,-3056.456882,-0.249152,2.9067,1.61855,0.16743,-0.09278,0.07465,604.727431
392,UXEPAP,-2722.359085,-0.259041,4.1819,1.92742,0.15258,-0.17569,-0.02311,620.987101
393,XILCUS,-2605.921745,-0.232101,6.8565,1.77413,0.12485,-0.16364,-0.03879,602.763056
394,IFEHAE,-3227.561276,-0.263054,2.3848,1.36558,0.103,-0.15647,-0.05347,617.501464
395,AMUKOJ,-2013.353056,-0.170702,4.3724,1.93307,0.11617,-0.16689,-0.05072,461.477529
396,EWALOE,-2633.504017,-0.22022,4.3988,1.37292,0.10869,-0.15706,-0.04837,527.30283
397,WUFTEW,-2065.680586,-0.149551,12.7766,0.9402,0.10101,-0.3054,-0.20439,433.428607
398,LARQED,-1930.567067,-0.22231,5.4803,1.82661,0.05755,-0.14008,-0.08253,541.024607
399,OFUNOT,-1485.986523,-0.14528,0.9627,2.03162,0.13838,-0.17027,-0.03189,384.793133
400,QOFHEA,-2650.918305,-0.225566,6.4338,1.88564,0.13322,-0.18796,-0.05474,579.34796
401,BALTUG,-1988.758493,-0.165084,5.9718,1.74719,0.10796,-0.16489,-0.05693,455.644199
402,ROGGOL,-2597.762341,-0.208008,10.5626,1.70603,0.13568,-0.18009,-0.04441,537.634964
403,DITFOB,-2343.28948,-0.083661,10.7589,0.76543,0.14048,-0.2448,-0.10432,277.516049
404,RIVPUI,-2577.462726,-0.234577,6.8736,2.02454,0.1086,-0.14977,-0.04117,610.672475
405,YAYPAS,-1907.062705,-0.168275,4.4009,1.93801,0.10755,-0.16107,-0.05352,439.525584
406,UBEREA,-1588.941857,-0.173327,3.6397,1.96209,0.08992,-0.16582,-0.0759,458.233117
407,UKAQOM,-4468.849434,-0.309151,18.2499,1.53886,0.13725,-0.20406,-0.06681,772.161355
408,SOXVAF,-2887.422245,-0.240905,1.8625,1.67633,0.09129,-0.18807,-0.09678,615.378536
409,RERSIT,-1907.351709,-0.209496,2.8671,1.81526,0.12063,-0.16883,-0.0482,529.877105
410,ZUXWUK,-996.456533,-0.099125,1.7787,1.86865,0.15676,-0.1764,-0.01964,297.845127
411,WIZPAZ,-2420.999707,-0.244247,3.1639,1.90335,0.11853,-0.17782,-0.05929,589.926414
412,TUGTEW,-2992.503651,-0.196476,2.4665,1.49167,0.1366,-0.1667,-0.0301,523.926906
413,YUVDEZ,-2422.643407,-0.222053,4.9167,1.53261,0.11943,-0.1686,-0.04917,533.19699
414,PUVVEJ,-2226.30026,-0.231,4.163,1.8705,0.13366,-0.18784,-0.05418,568.606899
415,IJAPOZ,-1003.203344,-0.092642,5.6237,1.72968,0.15789,-0.18584,-0.02795,283.628465
416,DANPAL,-2434.623468,-0.292269,3.8643,1.94341,0.11857,-0.15849,-0.03992,665.713059
417,UKAMOJ,-2875.955344,-0.165363,2.7176,1.19304,0.11642,-0.18865,-0.07223,481.894246
418,DOTDOF,-3252.181389,-0.210801,10.4221,1.50694,0.14464,-0.22393,-0.07929,568.08742
419,EWALAQ,-2764.781636,-0.241987,6.4866,1.37739,0.09311,-0.14533,-0.05222,565.113423
420,BEGNAD,-3848.41723,-0.381138,6.2506,1.8222,0.08713,-0.14792,-0.06079,884.699578
421,RIWRIZ,-18072.940471,-0.34875,0.1741,0.31134,0.15589,-0.19289,-0.037,812.282476
422,XITHIS,-1736.757062,-0.165577,1.5806,1.78706,0.13931,-0.17199,-0.03268,441.718681
423,JAPKAP,-1519.927186,-0.071616,12.2151,1.6164,0.13988,-0.24227,-0.10239,258.839856
424,PIXGOT,-3760.362857,-0.235939,8.6016,0.91372,0.12223,-0.19249,-0.07026,560.028635
425,PIWZIG,-2177.751406,-0.210377,2.9843,1.76523,0.08999,-0.10596,-0.01597,540.176645
426,FUPZOG,-3112.952283,-0.346505,1.3187,1.97183,0.13481,-0.09331,0.0415,823.346323
427,LORKOT,-4637.655977,-0.367373,9.9627,0.98211,0.08154,-0.15758,-0.07604,867.306359
428,WEDZIO,-2601.93898,-0.079521,2.6792,0.60177,0.18713,-0.33905,-0.15192,237.046804
429,IZURIE,-3014.397673,-0.251257,12.3241,1.41216,0.05014,-0.157,-0.10686,646.557405
430,BEQPOC,-2720.82191,-0.208577,14.4847,1.56615,0.18475,-0.2159,-0.03115,531.010109
431,WIXLUL,-2662.344575,-0.208862,6.0058,1.92357,0.13488,-0.18512,-0.05024,573.689468
432,MEGFEL,-3747.892329,-0.178083,15.9533,0.83279,0.11348,-0.21296,-0.09948,454.12089
433,OLETEE,-1998.605438,-0.127178,13.5991,1.81163,0.1766,-0.1726,0.004,381.507889
434,SECGOX,-1362.79756,-0.068943,7.4784,1.73612,0.01029,-0.08683,-0.07654,213.380667
435,ADEXEM,-3115.511108,-0.171533,3.4376,1.35859,0.14537,-0.19725,-0.05188,460.983704
436,TUBYUM,-3297.984948,-0.219973,4.0135,1.69963,0.13839,-0.31295,-0.17456,579.472849
437,NADNOX,-2543.110554,-0.219622,9.1448,1.91164,0.12938,-0.17478,-0.0454,582.023418
438,HIBWOG,-1757.206343,-0.194952,4.8029,1.88685,0.12884,-0.18954,-0.0607,508.637064
439,BEHPOW,-3741.580975,-0.24296,3.9876,1.6808,0.13898,-0.21989,-0.08091,638.232423
440,KAYGIB,-2050.114293,-0.185586,4.1096,1.82618,0.15796,-0.17916,-0.0212,477.05716
441,DIDSEQ,-2368.192796,-0.124246,0.7446,1.60028,0.13164,-0.17413,-0.04249,361.987159
442,YUFXUT,-1566.585734,-0.122157,3.3317,1.6781,0.14297,-0.19122,-0.04825,382.678829
443,JOCFAL,-2963.191543,-0.186349,2.6443,1.55372,0.11901,-0.18367,-0.06466,500.74216
444,ZAVZII,-4056.515894,-0.36691,3.4683,1.18647,0.07101,-0.13131,-0.0603,834.915683
445,ABIFUM,-2201.273646,-0.119596,6.2911,1.29453,0.19002,-0.21903,-0.02901,362.387988
446,IXURIC,-2797.677116,-0.266305,4.7708,1.48477,0.09607,-0.16299,-0.06692,601.728664
447,MUFJEE,-3229.995616,-0.272223,1.0546,1.7148,0.08659,-0.16489,-0.0783,714.542611
448,LUSMUJ,-3066.485104,-0.258895,3.3083,1.61724,0.12381,-0.16438,-0.04057,626.893257
449,JOCFEP,-3120.370018,-0.213831,1.6542,1.53973,0.11778,-0.18233,-0.06455,547.464014
450,BALSIT,-1824.970719,-0.124144,8.4636,1.71171,0.1171,-0.17916,-0.06206,371.495663
451,KIBBEF,-1451.040608,-0.081705,12.9966,0.43167,0.18526,-0.21544,-0.03018,270.745219
452,IDENUA,-3268.758056,-0.24308,4.2219,1.96237,0.17547,-0.1969,-0.02143,609.343557
453,KIHTAY,-2554.48353,-0.266261,6.7466,1.91325,0.11493,-0.15963,-0.0447,654.623303
454,PITCEC,-2105.993303,-0.20069,3.9431,1.97988,0.12298,-0.17592,-0.05294,532.621411
455,AFOYEZ,-1854.719883,-0.155813,6.1911,1.52844,0.05938,-0.16889,-0.10951,407.707574
456,CUKMIG,-1628.043821,-0.120414,1.4328,1.64199,0.09547,-0.01717,0.0783,372.525212
457,OVIMAI,-2355.781282,-0.115091,4.7488,1.21797,0.10662,-0.17085,-0.06423,375.030168
458,POMHIK,-1635.378077,-0.182395,8.0738,1.93247,0.14684,-0.15547,-0.00863,452.212459
459,BEQNEQ,-2012.695354,-0.073328,5.3122,1.14653,0.20662,-0.10872,0.0979,212.148497
460,INOJIF,-3205.503508,-0.270202,4.52,1.82273,0.13811,-0.20383,-0.06572,665.582313
461,AKIVAS,-6875.923821,-0.183372,2.3811,1.14178,0.16279,-0.1971,-0.03431,504.084736
462,EJIZUS,-2404.993937,-0.186805,8.0377,1.71106,0.15965,-0.17064,-0.01099,493.16986
463,ELIZUW,-2053.836437,-0.17371,6.8464,1.98147,0.12702,-0.15288,-0.02586,471.61285
464,VUDDAA,-1101.651982,-0.103462,5.0135,1.75849,0.1374,-0.16512,-0.02772,306.771947
465,ZODMOW,-1001.009481,-0.089103,6.451,1.6269,0.15895,-0.18085,-0.0219,266.832683
466,COJSIG,-3697.529595,-0.284512,4.8261,1.36882,0.08813,-0.16471,-0.07658,662.593241
467,IZUREA,-2767.423481,-0.216384,2.263,1.49861,0.09588,-0.16571,-0.06983,586.077457
468,LURLAM,-2122.624939,-0.092956,5.4587,1.32429,0.15219,-0.19239,-0.0402,293.270723
469,RAKJUL,-1103.181406,-0.130533,0.5277,2.02549,0.11536,-0.15172,-0.03636,341.105329
470,MUSSUQ,-4029.446901,-0.197554,15.4637,1.62199,0.01715,-0.20336,-0.18621,537.283669
471,DEZFEW,-3371.61941,-0.250476,4.0903,1.28557,0.10375,-0.16795,-0.0642,635.642434
472,NASLUO,-8561.231072,-0.076364,13.4829,1.08296,0.13778,-0.19915,-0.06137,270.187911
473,TEPSOW,-4044.205471,-0.11855,7.2847,1.10362,0.14093,-0.16746,-0.02653,408.322872
474,ZOCYUO,-3553.392366,-0.289643,8.3567,1.18274,0.098,-0.27834,-0.18034,689.300736
475,FASYOQ,-2488.30754,-0.275629,4.2344,1.96805,0.13906,-0.15764,-0.01858,680.394998
476,JIYXAQ,-1977.455263,-0.090511,3.8966,0.66618,0.1432,-0.1826,-0.0394,239.451748
477,TEWTEW,-2686.762574,-0.228827,5.9925,1.93351,0.13254,-0.18671,-0.05417,587.106638
478,NIRBOF,-1856.604806,-0.151862,7.6721,1.92295,0.10109,-0.15792,-0.05683,433.473747
479,KIWHII,-1943.684285,-0.126928,4.0933,1.74587,0.13996,-0.21524,-0.07528,386.374069
480,TAMMIE,-2682.113945,-0.285304,3.6708,1.98049,0.12633,-0.17889,-0.05256,661.067256
481,DUHGAO,-1691.298986,-0.151785,1.1755,1.79407,0.13028,-0.16853,-0.03825,384.84424
482,KETFIB,-5557.889834,-0.434687,1.5129,1.16514,0.10387,-0.20905,-0.10518,1047.073859
483,LASSIK,-1785.460288,-0.126862,2.7823,1.77974,0.14375,-0.1889,-0.04515,364.600261
484,XELXEU,-2695.139624,-0.27105,2.5238,2.00751,0.16418,-0.17943,-0.01525,645.082955
485,DIFSET,-3806.598979,-0.308026,11.576,1.31643,0.08459,-0.17299,-0.0884,739.740506
486,SIBZIO,-2649.442232,-0.258745,3.8602,1.7919,0.07779,-0.15059,-0.0728,643.749912
487,XIPNAN,-2951.086514,-0.169851,9.1073,1.55025,0.13626,-0.19139,-0.05513,483.313006
488,QODQAC,-2406.397738,-0.140511,0.9571,1.03758,0.11591,-0.18011,-0.0642,360.491166
489,YIQMUG,-2411.535915,-0.097702,6.2786,1.01374,0.14549,-0.21023,-0.06474,333.912925
490,YOLTOJ,-2249.704219,-0.181613,8.6156,1.91508,0.14756,-0.16313,-0.01557,485.021741
491,VANPAB,-1999.917934,-0.123367,1.7049,0.87545,0.11998,-0.1782,-0.05822,332.285535
492,RIDROL,-2506.474969,-0.196303,3.0771,1.68734,0.15041,-0.2126,-0.06219,561.749147
493,CIRQEA,-2152.901826,-0.12958,7.8405,1.4641,0.15775,-0.30796,-0.15021,364.137621
494,ITAPID,-3868.087841,-0.299046,17.4052,1.47813,0.13547,-0.22035,-0.08488,669.866757
495,EGANEG,-3144.423932,-0.236127,9.219,1.5334,0.05632,-0.17351,-0.11719,584.826395
496,DAHMAC,-2097.225703,-0.128717,3.6595,1.17935,0.14587,-0.17864,-0.03277,336.046023
497,SEKRIL,-3153.544019,-0.225659,3.9919,1.46103,0.11046,-0.17885,-0.06839,554.902262
498,SUNNUL,-3658.601747,-0.284436,0.019,1.70331,0.08613,-0.11847,-0.03234,734.513286
499,GUSRAN,-3890.441263,-0.25505,1.3751,1.75426,0.09993,-0.20095,-0.10102,639.870362
500,YEPMIQ,-2227.034412,-0.195185,2.3443,1.92886,0.13902,-0.18162,-0.0426,523.459442
501,JIYZOG,-1557.164643,-0.089857,3.3579,0.93561,0.15472,-0.18018,-0.02546,240.099947
502,OWIMIR,-2107.709046,-0.111177,2.7304,0.67632,0.12767,-0.17996,-0.05229,295.04621
503,YIZQAB,-1894.840824,-0.216351,0.2965,2.12615,0.16551,-0.18631,-0.0208,539.013425
504,KAPZIM,-3733.722485,-0.281213,17.5305,1.32935,0.09199,-0.17758,-0.08559,711.253463
505,GAJXIZ,-1707.620557,-0.090887,7.537,1.52709,0.11455,-0.21783,-0.10328,303.938487
506,VOGHOQ,-2944.395384,-0.276695,4.9132,1.48494,0.12248,-0.19375,-0.07127,641.128593
507,RIKCOF,-2799.000801,-0.153414,3.5739,1.65301,0.12997,-0.18648,-0.05651,431.203411
508,TEPZIX,-3519.129975,-0.239611,6.4766,1.98094,0.15565,-0.18862,-0.03297,636.374727
509,WAPYUH,-2036.255203,-0.05904,7.2977,1.07221,0.24707,-0.23487,0.0122,205.27855
510,YEFYEQ,-1687.143094,-0.060778,0.0344,0.67118,0.16,-0.08551,0.07449,291.992775
511,GIKHEO,-1468.621299,-0.080146,1.766,1.74261,0.14725,-0.34892,-0.20167,269.297359
512,LURLEQ,-2240.522682,-0.113791,6.1714,1.33959,0.15089,-0.18627,-0.03538,328.164085
513,RIKYUH,-2274.124321,-0.149251,6.9643,1.11893,0.0463,-0.15191,-0.10561,428.50762
514,XILDAZ,-2696.498662,-0.203701,4.648,1.60011,0.11423,-0.17438,-0.06015,565.259003
515,RIKMAB,-1967.529393,-0.220665,2.0736,1.959,0.09642,-0.16678,-0.07036,548.68464
516,EFEZOG,-2639.091926,-0.256671,3.3311,1.91181,0.11977,-0.17693,-0.05716,670.055613
517,OJOFAV,-1168.786726,-0.130538,1.4267,1.97472,0.11535,-0.16534,-0.04999,354.053951
