CSD_code;Electronic_E;Dispersion_E;Dipole_M;Metal_q;HL_Gap;HOMO_Energy;LUMO_Energy;Polarizability
HARPUN;-3350.624623;-0.241563;3.281600;1.834140;0.185390;-0.187840;-0.002450;604.434204
ZIVKAS;-2178.549227;-0.162635;8.428300;1.725930;0.103480;-0.294750;-0.191270;497.219061
ZUNBEP;-1191.115235;-0.105901;0.943300;1.756080;0.166420;-0.168670;-0.002250;309.912618
BUDZUX;-3088.519130;-0.357138;7.694400;1.824350;0.133790;-0.181530;-0.047740;805.282729
LULZIC;-2399.440101;-0.192612;3.057300;1.948660;0.140270;-0.181420;-0.041150;516.191064
HIXHIG;-1869.338059;-0.186451;8.001300;1.912960;0.131190;-0.162800;-0.031610;474.958700
XETLUF;-5003.372195;-0.298045;4.572500;1.811400;0.167200;-0.197750;-0.030550;711.890104
LOHCOC;-2307.739684;-0.042554;0.094000;1.686480;0.179840;-0.108600;0.071240;222.901696
APBNLA;-2184.635765;-0.124097;10.463800;1.543070;0.111030;-0.212970;-0.101940;411.300990
OHIGES;-2153.051016;-0.244748;1.898500;2.035450;0.160930;-0.167520;-0.006590;585.268822
GAMNIU;-1268.199150;-0.125118;9.622100;1.860280;0.137000;-0.191540;-0.054540;366.263261
HUQCEC;-2654.008555;-0.301266;6.893500;2.124330;0.102600;-0.150570;-0.047970;727.162923
EGELEI;-3266.560835;-0.238923;2.866700;1.053150;0.107270;-0.158870;-0.051600;592.222236
IWASII;-1699.238194;-0.147441;8.087900;1.927150;0.147130;-0.153630;-0.006500;403.991488
BIVCAK;-1525.359225;-0.117070;4.338500;1.452300;0.156960;-0.185760;-0.028800;319.891299
PUPCEI;-1156.383799;-0.129664;5.815300;1.772700;0.142290;-0.179750;-0.037460;346.046632
REKROQ;-2051.799784;-0.221351;2.427300;1.838730;0.165260;-0.175550;-0.010290;540.945469
NUGFAW;-1434.213966;-0.163832;2.510200;1.886980;0.089320;-0.160690;-0.071370;419.260424
SILWEQ;-2803.175702;-0.132593;6.225400;1.251700;0.121770;-0.201440;-0.079670;423.779292
SECGUD;-1446.354319;-0.095218;6.408100;1.629110;0.218190;-0.109630;0.108560;258.897859
MUBBAO;-835.963310;-0.087274;4.819900;1.950410;0.143740;-0.164840;-0.021100;260.647653
MOGKAV;-2101.621004;-0.120920;7.370400;1.249030;0.123950;-0.287460;-0.163510;319.346649
XOWDOC;-4747.920567;-0.139365;15.109700;0.989550;0.110160;-0.245510;-0.135350;399.876106
EGUBIR;-3257.224874;-0.270471;4.718100;1.440950;0.109340;-0.191510;-0.082170;642.486384
GIFBON;-1974.644939;-0.069242;6.266500;1.576910;0.192800;-0.376260;-0.183460;225.886754
OFUNUZ;-1492.742951;-0.142902;0.617100;1.831960;0.142720;-0.168270;-0.025550;371.180158
JINMOJ;-1960.063891;-0.138020;1.118200;1.212210;0.134820;-0.163630;-0.028810;354.991710
DOQYOX;-4519.873494;-0.292353;11.896400;1.552100;0.094840;-0.236590;-0.141750;772.715381
BICYUJ;-4149.640333;-0.210570;6.626700;1.765620;0.010010;-0.174890;-0.164880;538.916670
UCIBEP;-3998.183882;-0.174816;11.431800;1.657070;0.111380;-0.207380;-0.096000;515.053530
TAHGEQ;-2436.369440;-0.240797;0.679500;1.935070;0.127590;-0.155820;-0.028230;580.443074
KELRUP;-1702.984720;-0.131442;5.052700;1.701680;0.176680;-0.183770;-0.007090;350.668612
SEBLUH;-2846.896528;-0.156111;9.394900;1.477180;0.138520;-0.182540;-0.044020;429.091910
BORQII;-2910.037663;-0.209209;5.501700;1.428160;0.069470;-0.167470;-0.098000;579.491913
AMAWAM;-2785.096505;-0.267679;4.586100;1.321550;0.098680;-0.173350;-0.074670;606.608007
ALIRUJ;-1641.003501;-0.128895;4.446600;1.595460;0.159040;-0.340860;-0.181820;343.101140
NOSFEG;-1623.159443;-0.107232;4.989200;1.416250;0.156300;-0.177920;-0.021620;293.983284
MOJGIB;-1508.137014;-0.125232;6.104400;1.790860;0.144750;-0.158850;-0.014100;348.970525
QOKHUU;-2504.910436;-0.185145;2.303300;1.356320;0.133570;-0.185390;-0.051820;463.040875
CIMGIP;-2111.993583;-0.175717;6.892100;1.916610;0.147570;-0.160800;-0.013230;468.792932
LURLIU;-2279.818046;-0.120729;5.426300;1.369180;0.151830;-0.185800;-0.033970;339.837752
TEZTID;-3019.583875;-0.170157;7.276100;1.408300;0.136930;-0.199010;-0.062080;479.536888
BABZAI;-1281.908970;-0.144465;4.048800;1.950380;0.131570;-0.160420;-0.028850;377.913258
ODISUS;-2545.205475;-0.234233;6.657400;1.898400;0.074900;-0.173630;-0.098730;605.219234
OJODOH;-1812.577663;-0.124391;3.644900;1.063110;0.092900;-0.152010;-0.059110;316.027474
REJXIQ;-2323.327785;-0.215617;5.858800;2.009790;0.112240;-0.157980;-0.045740;567.676716
LOFNUS;-2685.085643;-0.115502;13.353900;1.735580;0.076130;-0.205260;-0.129130;392.106783
LEXFEA;-2098.750088;-0.161943;4.590900;2.017750;0.161750;-0.190430;-0.028680;447.473454
POBDIU;-5813.031606;-0.294187;1.164100;1.619880;0.169740;-0.201660;-0.031920;736.645512
RIKTUC;-3767.716209;-0.333465;0.942800;1.775000;0.129560;-0.175140;-0.045580;757.437100
WEDVAF;-1426.969106;-0.140883;5.542800;1.681580;0.120550;-0.161580;-0.041030;399.976733
URIKOX;-2129.844528;-0.151075;2.121500;1.715230;0.090180;-0.280090;-0.189910;447.485373
ZOTPED;-2201.740678;-0.246733;0.005800;2.093050;0.173800;-0.088140;0.085660;615.268893
POHFIE;-2357.030553;-0.180291;2.479600;1.859310;0.156130;-0.182750;-0.026620;495.801572
ZODPAL;-2487.953582;-0.172220;3.430200;0.924760;0.179230;-0.175010;0.004220;433.706432
JEKNIX;-1873.872807;-0.177988;5.589100;1.896860;0.150800;-0.162600;-0.011800;462.209921
XAVROD;-2130.604182;-0.230221;2.538900;2.000200;0.181450;-0.184610;-0.003160;560.115953
EGUBAJ;-2807.199536;-0.250898;4.789400;2.026810;0.118000;-0.188670;-0.070670;662.777662
TIWHOX;-1919.735425;-0.170130;4.803200;1.927000;0.130220;-0.177960;-0.047740;455.206334
XETKOZ;-2638.177076;-0.169999;14.195400;1.569480;0.127250;-0.220790;-0.093540;521.024131
FONRAC;-3213.883727;-0.279146;5.145100;1.872330;0.134030;-0.185310;-0.051280;682.840843
KENNAT;-2925.186361;-0.243666;6.076200;1.771780;0.175290;-0.185320;-0.010030;606.082094
GIGKOX;-2385.135020;-0.244501;3.687700;1.934680;0.167660;-0.180010;-0.012350;598.349983
PIDTED;-2469.387327;-0.287450;3.537600;2.108980;0.161920;-0.186150;-0.024230;707.369869
BOGJIR;-2877.275611;-0.031783;2.459000;1.285830;0.144540;-0.111480;0.033060;198.260409
ZIWQOO;-2197.970172;-0.195953;1.509000;1.858940;0.144500;-0.170920;-0.026420;480.075226
ELEJUA;-3570.089868;-0.151662;1.966300;1.245180;0.127340;-0.188790;-0.061450;372.169071
AXACIL;-2384.964906;-0.143428;8.670100;1.464710;0.122010;-0.212480;-0.090470;424.310313
HAMYUP;-2334.616332;-0.085817;6.152100;1.170280;0.235240;-0.210690;0.024550;265.435728
NIQKII;-1481.526113;-0.161755;12.094100;1.928640;0.140020;-0.145500;-0.005480;451.274373
AXACOR;-2467.916150;-0.150699;8.862700;1.246830;0.117000;-0.210160;-0.093160;428.137694
DARXUR;-2637.436985;-0.150959;1.574500;1.511560;0.095950;-0.167550;-0.071600;428.019669
YUKLIA;-1195.268015;-0.102860;8.053300;2.159860;0.132620;-0.260170;-0.127550;327.054520
ZAVPEU;-4344.579900;-0.389641;5.005500;1.293930;0.086750;-0.149190;-0.062440;866.884544
AYOZUJ;-2834.939692;-0.167984;5.306500;1.856290;0.185280;-0.198140;-0.012860;464.549516
EXIMIH;-3469.825041;-0.351639;1.598900;1.825700;0.143710;-0.196020;-0.052310;920.485976
XONDUB;-4051.508150;-0.203947;1.306200;1.632700;0.018830;-0.184230;-0.165400;548.436956
CIDCOJ;-2634.506144;-0.189438;6.170800;1.472450;0.087520;-0.209910;-0.122390;515.625737
LULFOP;-1308.120922;-0.138401;17.673700;1.656020;0.094430;-0.142780;-0.048350;370.005013
YEDSEG;-1749.349237;-0.147382;5.496000;1.481580;0.108370;-0.144710;-0.036340;418.457668
NICJAM;-2464.384460;-0.253542;6.623200;1.790320;0.098320;-0.147460;-0.049140;616.556501
EHOCUA;-4841.697063;-0.215446;6.654000;1.168370;0.100040;-0.159880;-0.059840;508.371588
GELPAP;-2172.267856;-0.144808;13.043100;1.558830;0.096250;-0.199290;-0.103040;417.200645
SACDAD;-3113.125094;-0.200309;11.592100;1.407380;0.139700;-0.174540;-0.034840;528.757913
IZUQUP;-3415.715540;-0.229504;6.018400;1.384490;0.115860;-0.199450;-0.083590;608.107117
GEYROU;-2577.492376;-0.186424;1.776800;1.277740;0.129040;-0.170260;-0.041220;465.774391
TAPPOR;-918.968645;-0.099282;8.710600;2.047290;0.118170;-0.137010;-0.018840;290.860865
GEMHEM;-3275.499416;-0.244306;4.153600;1.828850;0.176440;-0.197350;-0.020910;595.598217
XIYCUF;-1889.912109;-0.160164;5.701600;1.889250;0.155300;-0.187050;-0.031750;447.234225
DISTEG;-2090.244438;-0.167818;4.277100;1.727850;0.133950;-0.170280;-0.036330;423.089638
XEBCEN;-1903.204153;-0.142125;9.548100;1.870990;0.183410;-0.184770;-0.001360;401.598061
HUHLIF;-1969.535060;-0.162965;0.914200;1.706620;0.009060;-0.336210;-0.327150;402.384058
DIFRUI;-3437.743187;-0.235393;6.250800;1.219410;0.138080;-0.189870;-0.051790;582.009885
LERYOX;-2419.987998;-0.234637;7.543600;2.059760;0.131380;-0.275510;-0.144130;596.770144
JAGJEH;-1602.754791;-0.086005;10.530200;1.636040;0.132890;-0.368500;-0.235610;285.996843
RIKCAR;-3659.311421;-0.371391;5.012400;1.777940;0.133660;-0.178670;-0.045010;841.616611
WEFMEB;-3823.281809;-0.195141;8.225200;0.734770;0.177280;-0.241470;-0.064190;544.225858
ISEZOX;-3752.032222;-0.160601;5.761100;0.785830;0.078850;-0.171070;-0.092220;496.140699
DOFPOF;-1423.118027;-0.102272;6.013900;1.622860;0.171440;-0.179380;-0.007940;302.150396
ETAVAW;-2889.131796;-0.216315;8.464200;1.549990;0.114520;-0.196990;-0.082470;577.508464
DUCVEC;-1783.420685;-0.084645;12.637200;1.552630;0.099320;-0.220530;-0.121210;288.571830
YIYXUB;-2392.579043;-0.201436;6.955100;1.831040;0.114410;-0.186680;-0.072270;518.992847
OYIYUR;-2909.937044;-0.211902;3.976800;0.986750;0.154810;-0.187000;-0.032190;529.715674
WISBEI;-1408.530837;-0.112013;1.897900;1.803640;0.137810;-0.174290;-0.036480;323.065806
OCELAM;-3144.865186;-0.156119;21.865700;1.682320;0.074230;-0.093280;-0.019050;461.192771
KELJOA;-3470.326275;-0.228153;4.201000;0.896840;0.068170;-0.161020;-0.092850;543.211701
FEKPUJ;-2179.401246;-0.072227;5.879800;1.015470;0.117020;-0.221750;-0.104730;262.332907
ODAFOQ;-2276.052473;-0.263651;3.478000;1.874430;0.073800;-0.158120;-0.084320;631.056678
YOPCOV;-3291.886691;-0.126341;1.288000;0.893680;0.138760;-0.293650;-0.154890;371.222389
EWALEU;-3131.647696;-0.263530;2.735400;1.345130;0.119820;-0.168070;-0.048250;615.138487
PACMEL;-1954.762916;-0.169540;0.860800;1.811450;0.109170;-0.142860;-0.033690;430.751417
AFOZAW;-1643.505909;-0.131323;5.449600;1.539840;0.148620;-0.172280;-0.023660;340.473301
KOYDOT;-1954.390930;-0.153025;1.747300;1.991530;0.088580;-0.163420;-0.074840;444.967719
KIFVAX;-2173.283505;-0.156768;12.328800;1.623660;0.140160;-0.227720;-0.087560;432.507950
ANUJAV;-3870.091639;-0.318599;3.468500;1.685110;0.122120;-0.166210;-0.044090;762.553608
LASSOQ;-2019.010633;-0.159118;3.540700;1.751560;0.164850;-0.181470;-0.016620;421.610678
RIFXEL;-2581.882890;-0.150948;8.150800;1.244820;0.142420;-0.182210;-0.039790;419.627598
VEDGUH;-3178.022304;-0.285200;3.384300;2.005000;0.153150;-0.163730;-0.010580;667.620092
UHAMUM;-2557.151778;-0.227065;4.022400;1.811570;0.165030;-0.184040;-0.019010;556.624986
GASKAO;-2150.989841;-0.170395;6.016200;1.890410;0.161490;-0.182560;-0.021070;447.283814
XUMJAR;-2054.448336;-0.254741;4.184900;1.988780;0.108790;-0.171020;-0.062230;602.997777
PUNMIU;-3836.882450;-0.147078;5.547000;1.578090;0.201480;-0.226260;-0.024780;381.357398
USELEK;-3390.310364;-0.201591;10.801800;1.306400;0.144320;-0.216030;-0.071710;534.424765
XOTWEI;-13702.216568;-0.418574;0.013600;0.608170;0.153610;-0.288020;-0.134410;964.013279
YOKMUH;-3056.456882;-0.249152;2.906700;1.618550;0.167430;-0.092780;0.074650;604.727431
UXEPAP;-2722.359085;-0.259041;4.181900;1.927420;0.152580;-0.175690;-0.023110;620.987101
XILCUS;-2605.921745;-0.232101;6.856500;1.774130;0.124850;-0.163640;-0.038790;602.763056
IFEHAE;-3227.561276;-0.263054;2.384800;1.365580;0.103000;-0.156470;-0.053470;617.501464
AMUKOJ;-2013.353056;-0.170702;4.372400;1.933070;0.116170;-0.166890;-0.050720;461.477529
EWALOE;-2633.504017;-0.220220;4.398800;1.372920;0.108690;-0.157060;-0.048370;527.302830
WUFTEW;-2065.680586;-0.149551;12.776600;0.940200;0.101010;-0.305400;-0.204390;433.428607
LARQED;-1930.567067;-0.222310;5.480300;1.826610;0.057550;-0.140080;-0.082530;541.024607
OFUNOT;-1485.986523;-0.145280;0.962700;2.031620;0.138380;-0.170270;-0.031890;384.793133
QOFHEA;-2650.918305;-0.225566;6.433800;1.885640;0.133220;-0.187960;-0.054740;579.347960
BALTUG;-1988.758493;-0.165084;5.971800;1.747190;0.107960;-0.164890;-0.056930;455.644199
ROGGOL;-2597.762341;-0.208008;10.562600;1.706030;0.135680;-0.180090;-0.044410;537.634964
DITFOB;-2343.289480;-0.083661;10.758900;0.765430;0.140480;-0.244800;-0.104320;277.516049
RIVPUI;-2577.462726;-0.234577;6.873600;2.024540;0.108600;-0.149770;-0.041170;610.672475
YAYPAS;-1907.062705;-0.168275;4.400900;1.938010;0.107550;-0.161070;-0.053520;439.525584
UBEREA;-1588.941857;-0.173327;3.639700;1.962090;0.089920;-0.165820;-0.075900;458.233117
UKAQOM;-4468.849434;-0.309151;18.249900;1.538860;0.137250;-0.204060;-0.066810;772.161355
SOXVAF;-2887.422245;-0.240905;1.862500;1.676330;0.091290;-0.188070;-0.096780;615.378536
RERSIT;-1907.351709;-0.209496;2.867100;1.815260;0.120630;-0.168830;-0.048200;529.877105
ZUXWUK;-996.456533;-0.099125;1.778700;1.868650;0.156760;-0.176400;-0.019640;297.845127
WIZPAZ;-2420.999707;-0.244247;3.163900;1.903350;0.118530;-0.177820;-0.059290;589.926414
TUGTEW;-2992.503651;-0.196476;2.466500;1.491670;0.136600;-0.166700;-0.030100;523.926906
YUVDEZ;-2422.643407;-0.222053;4.916700;1.532610;0.119430;-0.168600;-0.049170;533.196990
PUVVEJ;-2226.300260;-0.231000;4.163000;1.870500;0.133660;-0.187840;-0.054180;568.606899
IJAPOZ;-1003.203344;-0.092642;5.623700;1.729680;0.157890;-0.185840;-0.027950;283.628465
DANPAL;-2434.623468;-0.292269;3.864300;1.943410;0.118570;-0.158490;-0.039920;665.713059
UKAMOJ;-2875.955344;-0.165363;2.717600;1.193040;0.116420;-0.188650;-0.072230;481.894246
DOTDOF;-3252.181389;-0.210801;10.422100;1.506940;0.144640;-0.223930;-0.079290;568.087420
EWALAQ;-2764.781636;-0.241987;6.486600;1.377390;0.093110;-0.145330;-0.052220;565.113423
BEGNAD;-3848.417230;-0.381138;6.250600;1.822200;0.087130;-0.147920;-0.060790;884.699578
RIWRIZ;-18072.940471;-0.348750;0.174100;0.311340;0.155890;-0.192890;-0.037000;812.282476
XITHIS;-1736.757062;-0.165577;1.580600;1.787060;0.139310;-0.171990;-0.032680;441.718681
JAPKAP;-1519.927186;-0.071616;12.215100;1.616400;0.139880;-0.242270;-0.102390;258.839856
PIXGOT;-3760.362857;-0.235939;8.601600;0.913720;0.122230;-0.192490;-0.070260;560.028635
PIWZIG;-2177.751406;-0.210377;2.984300;1.765230;0.089990;-0.105960;-0.015970;540.176645
FUPZOG;-3112.952283;-0.346505;1.318700;1.971830;0.134810;-0.093310;0.041500;823.346323
LORKOT;-4637.655977;-0.367373;9.962700;0.982110;0.081540;-0.157580;-0.076040;867.306359
WEDZIO;-2601.938980;-0.079521;2.679200;0.601770;0.187130;-0.339050;-0.151920;237.046804
IZURIE;-3014.397673;-0.251257;12.324100;1.412160;0.050140;-0.157000;-0.106860;646.557405
BEQPOC;-2720.821910;-0.208577;14.484700;1.566150;0.184750;-0.215900;-0.031150;531.010109
WIXLUL;-2662.344575;-0.208862;6.005800;1.923570;0.134880;-0.185120;-0.050240;573.689468
MEGFEL;-3747.892329;-0.178083;15.953300;0.832790;0.113480;-0.212960;-0.099480;454.120890
OLETEE;-1998.605438;-0.127178;13.599100;1.811630;0.176600;-0.172600;0.004000;381.507889
SECGOX;-1362.797560;-0.068943;7.478400;1.736120;0.010290;-0.086830;-0.076540;213.380667
ADEXEM;-3115.511108;-0.171533;3.437600;1.358590;0.145370;-0.197250;-0.051880;460.983704
TUBYUM;-3297.984948;-0.219973;4.013500;1.699630;0.138390;-0.312950;-0.174560;579.472849
NADNOX;-2543.110554;-0.219622;9.144800;1.911640;0.129380;-0.174780;-0.045400;582.023418
HIBWOG;-1757.206343;-0.194952;4.802900;1.886850;0.128840;-0.189540;-0.060700;508.637064
BEHPOW;-3741.580975;-0.242960;3.987600;1.680800;0.138980;-0.219890;-0.080910;638.232423
KAYGIB;-2050.114293;-0.185586;4.109600;1.826180;0.157960;-0.179160;-0.021200;477.057160
DIDSEQ;-2368.192796;-0.124246;0.744600;1.600280;0.131640;-0.174130;-0.042490;361.987159
YUFXUT;-1566.585734;-0.122157;3.331700;1.678100;0.142970;-0.191220;-0.048250;382.678829
JOCFAL;-2963.191543;-0.186349;2.644300;1.553720;0.119010;-0.183670;-0.064660;500.742160
ZAVZII;-4056.515894;-0.366910;3.468300;1.186470;0.071010;-0.131310;-0.060300;834.915683
ABIFUM;-2201.273646;-0.119596;6.291100;1.294530;0.190020;-0.219030;-0.029010;362.387988
IXURIC;-2797.677116;-0.266305;4.770800;1.484770;0.096070;-0.162990;-0.066920;601.728664
MUFJEE;-3229.995616;-0.272223;1.054600;1.714800;0.086590;-0.164890;-0.078300;714.542611
LUSMUJ;-3066.485104;-0.258895;3.308300;1.617240;0.123810;-0.164380;-0.040570;626.893257
JOCFEP;-3120.370018;-0.213831;1.654200;1.539730;0.117780;-0.182330;-0.064550;547.464014
BALSIT;-1824.970719;-0.124144;8.463600;1.711710;0.117100;-0.179160;-0.062060;371.495663
KIBBEF;-1451.040608;-0.081705;12.996600;0.431670;0.185260;-0.215440;-0.030180;270.745219
IDENUA;-3268.758056;-0.243080;4.221900;1.962370;0.175470;-0.196900;-0.021430;609.343557
KIHTAY;-2554.483530;-0.266261;6.746600;1.913250;0.114930;-0.159630;-0.044700;654.623303
PITCEC;-2105.993303;-0.200690;3.943100;1.979880;0.122980;-0.175920;-0.052940;532.621411
AFOYEZ;-1854.719883;-0.155813;6.191100;1.528440;0.059380;-0.168890;-0.109510;407.707574
CUKMIG;-1628.043821;-0.120414;1.432800;1.641990;0.095470;-0.017170;0.078300;372.525212
OVIMAI;-2355.781282;-0.115091;4.748800;1.217970;0.106620;-0.170850;-0.064230;375.030168
POMHIK;-1635.378077;-0.182395;8.073800;1.932470;0.146840;-0.155470;-0.008630;452.212459
BEQNEQ;-2012.695354;-0.073328;5.312200;1.146530;0.206620;-0.108720;0.097900;212.148497
INOJIF;-3205.503508;-0.270202;4.520000;1.822730;0.138110;-0.203830;-0.065720;665.582313
AKIVAS;-6875.923821;-0.183372;2.381100;1.141780;0.162790;-0.197100;-0.034310;504.084736
EJIZUS;-2404.993937;-0.186805;8.037700;1.711060;0.159650;-0.170640;-0.010990;493.169860
ELIZUW;-2053.836437;-0.173710;6.846400;1.981470;0.127020;-0.152880;-0.025860;471.612850
VUDDAA;-1101.651982;-0.103462;5.013500;1.758490;0.137400;-0.165120;-0.027720;306.771947
ZODMOW;-1001.009481;-0.089103;6.451000;1.626900;0.158950;-0.180850;-0.021900;266.832683
COJSIG;-3697.529595;-0.284512;4.826100;1.368820;0.088130;-0.164710;-0.076580;662.593241
IZUREA;-2767.423481;-0.216384;2.263000;1.498610;0.095880;-0.165710;-0.069830;586.077457
LURLAM;-2122.624939;-0.092956;5.458700;1.324290;0.152190;-0.192390;-0.040200;293.270723
RAKJUL;-1103.181406;-0.130533;0.527700;2.025490;0.115360;-0.151720;-0.036360;341.105329
MUSSUQ;-4029.446901;-0.197554;15.463700;1.621990;0.017150;-0.203360;-0.186210;537.283669
DEZFEW;-3371.619410;-0.250476;4.090300;1.285570;0.103750;-0.167950;-0.064200;635.642434
NASLUO;-8561.231072;-0.076364;13.482900;1.082960;0.137780;-0.199150;-0.061370;270.187911
TEPSOW;-4044.205471;-0.118550;7.284700;1.103620;0.140930;-0.167460;-0.026530;408.322872
ZOCYUO;-3553.392366;-0.289643;8.356700;1.182740;0.098000;-0.278340;-0.180340;689.300736
FASYOQ;-2488.307540;-0.275629;4.234400;1.968050;0.139060;-0.157640;-0.018580;680.394998
JIYXAQ;-1977.455263;-0.090511;3.896600;0.666180;0.143200;-0.182600;-0.039400;239.451748
TEWTEW;-2686.762574;-0.228827;5.992500;1.933510;0.132540;-0.186710;-0.054170;587.106638
NIRBOF;-1856.604806;-0.151862;7.672100;1.922950;0.101090;-0.157920;-0.056830;433.473747
KIWHII;-1943.684285;-0.126928;4.093300;1.745870;0.139960;-0.215240;-0.075280;386.374069
TAMMIE;-2682.113945;-0.285304;3.670800;1.980490;0.126330;-0.178890;-0.052560;661.067256
DUHGAO;-1691.298986;-0.151785;1.175500;1.794070;0.130280;-0.168530;-0.038250;384.844240
KETFIB;-5557.889834;-0.434687;1.512900;1.165140;0.103870;-0.209050;-0.105180;1047.073859
LASSIK;-1785.460288;-0.126862;2.782300;1.779740;0.143750;-0.188900;-0.045150;364.600261
XELXEU;-2695.139624;-0.271050;2.523800;2.007510;0.164180;-0.179430;-0.015250;645.082955
DIFSET;-3806.598979;-0.308026;11.576000;1.316430;0.084590;-0.172990;-0.088400;739.740506
SIBZIO;-2649.442232;-0.258745;3.860200;1.791900;0.077790;-0.150590;-0.072800;643.749912
XIPNAN;-2951.086514;-0.169851;9.107300;1.550250;0.136260;-0.191390;-0.055130;483.313006
QODQAC;-2406.397738;-0.140511;0.957100;1.037580;0.115910;-0.180110;-0.064200;360.491166
YIQMUG;-2411.535915;-0.097702;6.278600;1.013740;0.145490;-0.210230;-0.064740;333.912925
YOLTOJ;-2249.704219;-0.181613;8.615600;1.915080;0.147560;-0.163130;-0.015570;485.021741
VANPAB;-1999.917934;-0.123367;1.704900;0.875450;0.119980;-0.178200;-0.058220;332.285535
RIDROL;-2506.474969;-0.196303;3.077100;1.687340;0.150410;-0.212600;-0.062190;561.749147
CIRQEA;-2152.901826;-0.129580;7.840500;1.464100;0.157750;-0.307960;-0.150210;364.137621
ITAPID;-3868.087841;-0.299046;17.405200;1.478130;0.135470;-0.220350;-0.084880;669.866757
EGANEG;-3144.423932;-0.236127;9.219000;1.533400;0.056320;-0.173510;-0.117190;584.826395
DAHMAC;-2097.225703;-0.128717;3.659500;1.179350;0.145870;-0.178640;-0.032770;336.046023
SEKRIL;-3153.544019;-0.225659;3.991900;1.461030;0.110460;-0.178850;-0.068390;554.902262
SUNNUL;-3658.601747;-0.284436;0.019000;1.703310;0.086130;-0.118470;-0.032340;734.513286
GUSRAN;-3890.441263;-0.255050;1.375100;1.754260;0.099930;-0.200950;-0.101020;639.870362
YEPMIQ;-2227.034412;-0.195185;2.344300;1.928860;0.139020;-0.181620;-0.042600;523.459442
JIYZOG;-1557.164643;-0.089857;3.357900;0.935610;0.154720;-0.180180;-0.025460;240.099947
OWIMIR;-2107.709046;-0.111177;2.730400;0.676320;0.127670;-0.179960;-0.052290;295.046210
YIZQAB;-1894.840824;-0.216351;0.296500;2.126150;0.165510;-0.186310;-0.020800;539.013425
KAPZIM;-3733.722485;-0.281213;17.530500;1.329350;0.091990;-0.177580;-0.085590;711.253463
GAJXIZ;-1707.620557;-0.090887;7.537000;1.527090;0.114550;-0.217830;-0.103280;303.938487
VOGHOQ;-2944.395384;-0.276695;4.913200;1.484940;0.122480;-0.193750;-0.071270;641.128593
RIKCOF;-2799.000801;-0.153414;3.573900;1.653010;0.129970;-0.186480;-0.056510;431.203411
TEPZIX;-3519.129975;-0.239611;6.476600;1.980940;0.155650;-0.188620;-0.032970;636.374727
WAPYUH;-2036.255203;-0.059040;7.297700;1.072210;0.247070;-0.234870;0.012200;205.278550
